"Row","Group","Emoji","Name","Code Point","Windows Input","HTML Entity","macOS Input"
"174","Smileys & Emotion","👁‍🗨","E2.0 eye in speech bubble","U+1F441 U+200D U+1F5E8","Type 1F441200D1F5E8, then Alt+X","&#x1F441; &#x200D; &#x1F5E8;","⌃⌘Space → type name and select"
"175","Smileys & Emotion","🗨️","E2.0 left speech bubble","U+1F5E8 U+FE0F","Type 1F5E8FE0F, then Alt+X","&#x1F5E8; &#xFE0F;","⌃⌘Space → type name and select"
"176","Smileys & Emotion","🗨","E2.0 left speech bubble","U+1F5E8","Type 1F5E8, then Alt+X","&#x1F5E8;","⌃⌘Space → type name and select"
"177","Smileys & Emotion","🗯️","E0.7 right anger bubble","U+1F5EF U+FE0F","Type 1F5EFFE0F, then Alt+X","&#x1F5EF; &#xFE0F;","⌃⌘Space → type name and select"
"178","Smileys & Emotion","🗯","E0.7 right anger bubble","U+1F5EF","Type 1F5EF, then Alt+X","&#x1F5EF;","⌃⌘Space → type name and select"
"179","Smileys & Emotion","💭","E1.0 thought balloon","U+1F4AD","Type 1F4AD, then Alt+X","&#x1F4AD;","⌃⌘Space → type name and select"
"180","Smileys & Emotion","💤","E0.6 ZZZ","U+1F4A4","Type 1F4A4, then Alt+X","&#x1F4A4;","⌃⌘Space → type name and select"
"181","People & Body","👋","E0.6 waving hand","U+1F44B","Type 1F44B, then Alt+X","&#x1F44B;","⌃⌘Space → type name and select"
"182","People & Body","👋🏻","E1.0 waving hand: light skin tone","U+1F44B U+1F3FB","Type 1F44B1F3FB, then Alt+X","&#x1F44B; &#x1F3FB;","⌃⌘Space → type name and select"
"183","People & Body","👋🏼","E1.0 waving hand: medium-light skin tone","U+1F44B U+1F3FC","Type 1F44B1F3FC, then Alt+X","&#x1F44B; &#x1F3FC;","⌃⌘Space → type name and select"
"184","People & Body","👋🏽","E1.0 waving hand: medium skin tone","U+1F44B U+1F3FD","Type 1F44B1F3FD, then Alt+X","&#x1F44B; &#x1F3FD;","⌃⌘Space → type name and select"
"185","People & Body","👋🏾","E1.0 waving hand: medium-dark skin tone","U+1F44B U+1F3FE","Type 1F44B1F3FE, then Alt+X","&#x1F44B; &#x1F3FE;","⌃⌘Space → type name and select"
"186","People & Body","👋🏿","E1.0 waving hand: dark skin tone","U+1F44B U+1F3FF","Type 1F44B1F3FF, then Alt+X","&#x1F44B; &#x1F3FF;","⌃⌘Space → type name and select"
"187","People & Body","🤚","E3.0 raised back of hand","U+1F91A","Type 1F91A, then Alt+X","&#x1F91A;","⌃⌘Space → type name and select"
"188","People & Body","🤚🏻","E3.0 raised back of hand: light skin tone","U+1F91A U+1F3FB","Type 1F91A1F3FB, then Alt+X","&#x1F91A; &#x1F3FB;","⌃⌘Space → type name and select"
"189","People & Body","🤚🏼","E3.0 raised back of hand: medium-light skin tone","U+1F91A U+1F3FC","Type 1F91A1F3FC, then Alt+X","&#x1F91A; &#x1F3FC;","⌃⌘Space → type name and select"
"190","People & Body","🤚🏽","E3.0 raised back of hand: medium skin tone","U+1F91A U+1F3FD","Type 1F91A1F3FD, then Alt+X","&#x1F91A; &#x1F3FD;","⌃⌘Space → type name and select"
"191","People & Body","🤚🏾","E3.0 raised back of hand: medium-dark skin tone","U+1F91A U+1F3FE","Type 1F91A1F3FE, then Alt+X","&#x1F91A; &#x1F3FE;","⌃⌘Space → type name and select"
"192","People & Body","🤚🏿","E3.0 raised back of hand: dark skin tone","U+1F91A U+1F3FF","Type 1F91A1F3FF, then Alt+X","&#x1F91A; &#x1F3FF;","⌃⌘Space → type name and select"
"193","People & Body","🖐️","E0.7 hand with fingers splayed","U+1F590 U+FE0F","Type 1F590FE0F, then Alt+X","&#x1F590; &#xFE0F;","⌃⌘Space → type name and select"
"194","People & Body","🖐","E0.7 hand with fingers splayed","U+1F590","Type 1F590, then Alt+X","&#x1F590;","⌃⌘Space → type name and select"
"195","People & Body","🖐🏻","E1.0 hand with fingers splayed: light skin tone","U+1F590 U+1F3FB","Type 1F5901F3FB, then Alt+X","&#x1F590; &#x1F3FB;","⌃⌘Space → type name and select"
"196","People & Body","🖐🏼","E1.0 hand with fingers splayed: medium-light skin tone","U+1F590 U+1F3FC","Type 1F5901F3FC, then Alt+X","&#x1F590; &#x1F3FC;","⌃⌘Space → type name and select"
"197","People & Body","🖐🏽","E1.0 hand with fingers splayed: medium skin tone","U+1F590 U+1F3FD","Type 1F5901F3FD, then Alt+X","&#x1F590; &#x1F3FD;","⌃⌘Space → type name and select"
"198","People & Body","🖐🏾","E1.0 hand with fingers splayed: medium-dark skin tone","U+1F590 U+1F3FE","Type 1F5901F3FE, then Alt+X","&#x1F590; &#x1F3FE;","⌃⌘Space → type name and select"
"199","People & Body","🖐🏿","E1.0 hand with fingers splayed: dark skin tone","U+1F590 U+1F3FF","Type 1F5901F3FF, then Alt+X","&#x1F590; &#x1F3FF;","⌃⌘Space → type name and select"
"200","People & Body","✋","E0.6 raised hand","U+270B","Type 270B, then Alt+X","&#x270B;","⌃⌘Space → type name and select"
"201","People & Body","✋🏻","E1.0 raised hand: light skin tone","U+270B U+1F3FB","Type 270B1F3FB, then Alt+X","&#x270B; &#x1F3FB;","⌃⌘Space → type name and select"
"202","People & Body","✋🏼","E1.0 raised hand: medium-light skin tone","U+270B U+1F3FC","Type 270B1F3FC, then Alt+X","&#x270B; &#x1F3FC;","⌃⌘Space → type name and select"
"203","People & Body","✋🏽","E1.0 raised hand: medium skin tone","U+270B U+1F3FD","Type 270B1F3FD, then Alt+X","&#x270B; &#x1F3FD;","⌃⌘Space → type name and select"
"204","People & Body","✋🏾","E1.0 raised hand: medium-dark skin tone","U+270B U+1F3FE","Type 270B1F3FE, then Alt+X","&#x270B; &#x1F3FE;","⌃⌘Space → type name and select"
"205","People & Body","✋🏿","E1.0 raised hand: dark skin tone","U+270B U+1F3FF","Type 270B1F3FF, then Alt+X","&#x270B; &#x1F3FF;","⌃⌘Space → type name and select"
"206","People & Body","🖖","E1.0 vulcan salute","U+1F596","Type 1F596, then Alt+X","&#x1F596;","⌃⌘Space → type name and select"
"207","People & Body","🖖🏻","E1.0 vulcan salute: light skin tone","U+1F596 U+1F3FB","Type 1F5961F3FB, then Alt+X","&#x1F596; &#x1F3FB;","⌃⌘Space → type name and select"
"208","People & Body","🖖🏼","E1.0 vulcan salute: medium-light skin tone","U+1F596 U+1F3FC","Type 1F5961F3FC, then Alt+X","&#x1F596; &#x1F3FC;","⌃⌘Space → type name and select"
"209","People & Body","🖖🏽","E1.0 vulcan salute: medium skin tone","U+1F596 U+1F3FD","Type 1F5961F3FD, then Alt+X","&#x1F596; &#x1F3FD;","⌃⌘Space → type name and select"
"210","People & Body","🖖🏾","E1.0 vulcan salute: medium-dark skin tone","U+1F596 U+1F3FE","Type 1F5961F3FE, then Alt+X","&#x1F596; &#x1F3FE;","⌃⌘Space → type name and select"
"211","People & Body","🖖🏿","E1.0 vulcan salute: dark skin tone","U+1F596 U+1F3FF","Type 1F5961F3FF, then Alt+X","&#x1F596; &#x1F3FF;","⌃⌘Space → type name and select"
"212","People & Body","🫱","E14.0 rightwards hand","U+1FAF1","Type 1FAF1, then Alt+X","&#x1FAF1;","⌃⌘Space → type name and select"
"213","People & Body","🫱🏻","E14.0 rightwards hand: light skin tone","U+1FAF1 U+1F3FB","Type 1FAF11F3FB, then Alt+X","&#x1FAF1; &#x1F3FB;","⌃⌘Space → type name and select"
"214","People & Body","🫱🏼","E14.0 rightwards hand: medium-light skin tone","U+1FAF1 U+1F3FC","Type 1FAF11F3FC, then Alt+X","&#x1FAF1; &#x1F3FC;","⌃⌘Space → type name and select"
"215","People & Body","🫱🏽","E14.0 rightwards hand: medium skin tone","U+1FAF1 U+1F3FD","Type 1FAF11F3FD, then Alt+X","&#x1FAF1; &#x1F3FD;","⌃⌘Space → type name and select"
"216","People & Body","🫱🏾","E14.0 rightwards hand: medium-dark skin tone","U+1FAF1 U+1F3FE","Type 1FAF11F3FE, then Alt+X","&#x1FAF1; &#x1F3FE;","⌃⌘Space → type name and select"
"217","People & Body","🫱🏿","E14.0 rightwards hand: dark skin tone","U+1FAF1 U+1F3FF","Type 1FAF11F3FF, then Alt+X","&#x1FAF1; &#x1F3FF;","⌃⌘Space → type name and select"
"218","People & Body","🫲","E14.0 leftwards hand","U+1FAF2","Type 1FAF2, then Alt+X","&#x1FAF2;","⌃⌘Space → type name and select"
"219","People & Body","🫲🏻","E14.0 leftwards hand: light skin tone","U+1FAF2 U+1F3FB","Type 1FAF21F3FB, then Alt+X","&#x1FAF2; &#x1F3FB;","⌃⌘Space → type name and select"
"220","People & Body","🫲🏼","E14.0 leftwards hand: medium-light skin tone","U+1FAF2 U+1F3FC","Type 1FAF21F3FC, then Alt+X","&#x1FAF2; &#x1F3FC;","⌃⌘Space → type name and select"
"221","People & Body","🫲🏽","E14.0 leftwards hand: medium skin tone","U+1FAF2 U+1F3FD","Type 1FAF21F3FD, then Alt+X","&#x1FAF2; &#x1F3FD;","⌃⌘Space → type name and select"
"222","People & Body","🫲🏾","E14.0 leftwards hand: medium-dark skin tone","U+1FAF2 U+1F3FE","Type 1FAF21F3FE, then Alt+X","&#x1FAF2; &#x1F3FE;","⌃⌘Space → type name and select"
"223","People & Body","🫲🏿","E14.0 leftwards hand: dark skin tone","U+1FAF2 U+1F3FF","Type 1FAF21F3FF, then Alt+X","&#x1FAF2; &#x1F3FF;","⌃⌘Space → type name and select"
"224","People & Body","🫳","E14.0 palm down hand","U+1FAF3","Type 1FAF3, then Alt+X","&#x1FAF3;","⌃⌘Space → type name and select"
"225","People & Body","🫳🏻","E14.0 palm down hand: light skin tone","U+1FAF3 U+1F3FB","Type 1FAF31F3FB, then Alt+X","&#x1FAF3; &#x1F3FB;","⌃⌘Space → type name and select"
"226","People & Body","🫳🏼","E14.0 palm down hand: medium-light skin tone","U+1FAF3 U+1F3FC","Type 1FAF31F3FC, then Alt+X","&#x1FAF3; &#x1F3FC;","⌃⌘Space → type name and select"
"227","People & Body","🫳🏽","E14.0 palm down hand: medium skin tone","U+1FAF3 U+1F3FD","Type 1FAF31F3FD, then Alt+X","&#x1FAF3; &#x1F3FD;","⌃⌘Space → type name and select"
"228","People & Body","🫳🏾","E14.0 palm down hand: medium-dark skin tone","U+1FAF3 U+1F3FE","Type 1FAF31F3FE, then Alt+X","&#x1FAF3; &#x1F3FE;","⌃⌘Space → type name and select"
"229","People & Body","🫳🏿","E14.0 palm down hand: dark skin tone","U+1FAF3 U+1F3FF","Type 1FAF31F3FF, then Alt+X","&#x1FAF3; &#x1F3FF;","⌃⌘Space → type name and select"
"230","People & Body","🫴","E14.0 palm up hand","U+1FAF4","Type 1FAF4, then Alt+X","&#x1FAF4;","⌃⌘Space → type name and select"
"231","People & Body","🫴🏻","E14.0 palm up hand: light skin tone","U+1FAF4 U+1F3FB","Type 1FAF41F3FB, then Alt+X","&#x1FAF4; &#x1F3FB;","⌃⌘Space → type name and select"
"232","People & Body","🫴🏼","E14.0 palm up hand: medium-light skin tone","U+1FAF4 U+1F3FC","Type 1FAF41F3FC, then Alt+X","&#x1FAF4; &#x1F3FC;","⌃⌘Space → type name and select"
"233","People & Body","🫴🏽","E14.0 palm up hand: medium skin tone","U+1FAF4 U+1F3FD","Type 1FAF41F3FD, then Alt+X","&#x1FAF4; &#x1F3FD;","⌃⌘Space → type name and select"
"234","People & Body","🫴🏾","E14.0 palm up hand: medium-dark skin tone","U+1FAF4 U+1F3FE","Type 1FAF41F3FE, then Alt+X","&#x1FAF4; &#x1F3FE;","⌃⌘Space → type name and select"
"235","People & Body","🫴🏿","E14.0 palm up hand: dark skin tone","U+1FAF4 U+1F3FF","Type 1FAF41F3FF, then Alt+X","&#x1FAF4; &#x1F3FF;","⌃⌘Space → type name and select"
"236","People & Body","🫷","E15.0 leftwards pushing hand","U+1FAF7","Type 1FAF7, then Alt+X","&#x1FAF7;","⌃⌘Space → type name and select"
"237","People & Body","🫷🏻","E15.0 leftwards pushing hand: light skin tone","U+1FAF7 U+1F3FB","Type 1FAF71F3FB, then Alt+X","&#x1FAF7; &#x1F3FB;","⌃⌘Space → type name and select"
"238","People & Body","🫷🏼","E15.0 leftwards pushing hand: medium-light skin tone","U+1FAF7 U+1F3FC","Type 1FAF71F3FC, then Alt+X","&#x1FAF7; &#x1F3FC;","⌃⌘Space → type name and select"
"239","People & Body","🫷🏽","E15.0 leftwards pushing hand: medium skin tone","U+1FAF7 U+1F3FD","Type 1FAF71F3FD, then Alt+X","&#x1FAF7; &#x1F3FD;","⌃⌘Space → type name and select"
"240","People & Body","🫷🏾","E15.0 leftwards pushing hand: medium-dark skin tone","U+1FAF7 U+1F3FE","Type 1FAF71F3FE, then Alt+X","&#x1FAF7; &#x1F3FE;","⌃⌘Space → type name and select"
"241","People & Body","🫷🏿","E15.0 leftwards pushing hand: dark skin tone","U+1FAF7 U+1F3FF","Type 1FAF71F3FF, then Alt+X","&#x1FAF7; &#x1F3FF;","⌃⌘Space → type name and select"
"242","People & Body","🫸","E15.0 rightwards pushing hand","U+1FAF8","Type 1FAF8, then Alt+X","&#x1FAF8;","⌃⌘Space → type name and select"
"243","People & Body","🫸🏻","E15.0 rightwards pushing hand: light skin tone","U+1FAF8 U+1F3FB","Type 1FAF81F3FB, then Alt+X","&#x1FAF8; &#x1F3FB;","⌃⌘Space → type name and select"
"244","People & Body","🫸🏼","E15.0 rightwards pushing hand: medium-light skin tone","U+1FAF8 U+1F3FC","Type 1FAF81F3FC, then Alt+X","&#x1FAF8; &#x1F3FC;","⌃⌘Space → type name and select"
"245","People & Body","🫸🏽","E15.0 rightwards pushing hand: medium skin tone","U+1FAF8 U+1F3FD","Type 1FAF81F3FD, then Alt+X","&#x1FAF8; &#x1F3FD;","⌃⌘Space → type name and select"
"246","People & Body","🫸🏾","E15.0 rightwards pushing hand: medium-dark skin tone","U+1FAF8 U+1F3FE","Type 1FAF81F3FE, then Alt+X","&#x1FAF8; &#x1F3FE;","⌃⌘Space → type name and select"
"247","People & Body","🫸🏿","E15.0 rightwards pushing hand: dark skin tone","U+1FAF8 U+1F3FF","Type 1FAF81F3FF, then Alt+X","&#x1FAF8; &#x1F3FF;","⌃⌘Space → type name and select"
"248","People & Body","👌","E0.6 OK hand","U+1F44C","Type 1F44C, then Alt+X","&#x1F44C;","⌃⌘Space → type name and select"
"249","People & Body","👌🏻","E1.0 OK hand: light skin tone","U+1F44C U+1F3FB","Type 1F44C1F3FB, then Alt+X","&#x1F44C; &#x1F3FB;","⌃⌘Space → type name and select"
"250","People & Body","👌🏼","E1.0 OK hand: medium-light skin tone","U+1F44C U+1F3FC","Type 1F44C1F3FC, then Alt+X","&#x1F44C; &#x1F3FC;","⌃⌘Space → type name and select"
"251","People & Body","👌🏽","E1.0 OK hand: medium skin tone","U+1F44C U+1F3FD","Type 1F44C1F3FD, then Alt+X","&#x1F44C; &#x1F3FD;","⌃⌘Space → type name and select"
"252","People & Body","👌🏾","E1.0 OK hand: medium-dark skin tone","U+1F44C U+1F3FE","Type 1F44C1F3FE, then Alt+X","&#x1F44C; &#x1F3FE;","⌃⌘Space → type name and select"
"253","People & Body","👌🏿","E1.0 OK hand: dark skin tone","U+1F44C U+1F3FF","Type 1F44C1F3FF, then Alt+X","&#x1F44C; &#x1F3FF;","⌃⌘Space → type name and select"
"254","People & Body","🤌","E13.0 pinched fingers","U+1F90C","Type 1F90C, then Alt+X","&#x1F90C;","⌃⌘Space → type name and select"
"255","People & Body","🤌🏻","E13.0 pinched fingers: light skin tone","U+1F90C U+1F3FB","Type 1F90C1F3FB, then Alt+X","&#x1F90C; &#x1F3FB;","⌃⌘Space → type name and select"
"256","People & Body","🤌🏼","E13.0 pinched fingers: medium-light skin tone","U+1F90C U+1F3FC","Type 1F90C1F3FC, then Alt+X","&#x1F90C; &#x1F3FC;","⌃⌘Space → type name and select"
"257","People & Body","🤌🏽","E13.0 pinched fingers: medium skin tone","U+1F90C U+1F3FD","Type 1F90C1F3FD, then Alt+X","&#x1F90C; &#x1F3FD;","⌃⌘Space → type name and select"
"258","People & Body","🤌🏾","E13.0 pinched fingers: medium-dark skin tone","U+1F90C U+1F3FE","Type 1F90C1F3FE, then Alt+X","&#x1F90C; &#x1F3FE;","⌃⌘Space → type name and select"
"259","People & Body","🤌🏿","E13.0 pinched fingers: dark skin tone","U+1F90C U+1F3FF","Type 1F90C1F3FF, then Alt+X","&#x1F90C; &#x1F3FF;","⌃⌘Space → type name and select"
"260","People & Body","🤏","E12.0 pinching hand","U+1F90F","Type 1F90F, then Alt+X","&#x1F90F;","⌃⌘Space → type name and select"
"261","People & Body","🤏🏻","E12.0 pinching hand: light skin tone","U+1F90F U+1F3FB","Type 1F90F1F3FB, then Alt+X","&#x1F90F; &#x1F3FB;","⌃⌘Space → type name and select"
"262","People & Body","🤏🏼","E12.0 pinching hand: medium-light skin tone","U+1F90F U+1F3FC","Type 1F90F1F3FC, then Alt+X","&#x1F90F; &#x1F3FC;","⌃⌘Space → type name and select"
"263","People & Body","🤏🏽","E12.0 pinching hand: medium skin tone","U+1F90F U+1F3FD","Type 1F90F1F3FD, then Alt+X","&#x1F90F; &#x1F3FD;","⌃⌘Space → type name and select"
"264","People & Body","🤏🏾","E12.0 pinching hand: medium-dark skin tone","U+1F90F U+1F3FE","Type 1F90F1F3FE, then Alt+X","&#x1F90F; &#x1F3FE;","⌃⌘Space → type name and select"
"265","People & Body","🤏🏿","E12.0 pinching hand: dark skin tone","U+1F90F U+1F3FF","Type 1F90F1F3FF, then Alt+X","&#x1F90F; &#x1F3FF;","⌃⌘Space → type name and select"
"266","People & Body","✌️","E0.6 victory hand","U+270C U+FE0F","Type 270CFE0F, then Alt+X","&#x270C; &#xFE0F;","⌃⌘Space → type name and select"
"267","People & Body","✌","E0.6 victory hand","U+270C","Type 270C, then Alt+X","&#x270C;","⌃⌘Space → type name and select"
"268","People & Body","✌🏻","E1.0 victory hand: light skin tone","U+270C U+1F3FB","Type 270C1F3FB, then Alt+X","&#x270C; &#x1F3FB;","⌃⌘Space → type name and select"
"269","People & Body","✌🏼","E1.0 victory hand: medium-light skin tone","U+270C U+1F3FC","Type 270C1F3FC, then Alt+X","&#x270C; &#x1F3FC;","⌃⌘Space → type name and select"
"270","People & Body","✌🏽","E1.0 victory hand: medium skin tone","U+270C U+1F3FD","Type 270C1F3FD, then Alt+X","&#x270C; &#x1F3FD;","⌃⌘Space → type name and select"
"271","People & Body","✌🏾","E1.0 victory hand: medium-dark skin tone","U+270C U+1F3FE","Type 270C1F3FE, then Alt+X","&#x270C; &#x1F3FE;","⌃⌘Space → type name and select"
"272","People & Body","✌🏿","E1.0 victory hand: dark skin tone","U+270C U+1F3FF","Type 270C1F3FF, then Alt+X","&#x270C; &#x1F3FF;","⌃⌘Space → type name and select"
"273","People & Body","🤞","E3.0 crossed fingers","U+1F91E","Type 1F91E, then Alt+X","&#x1F91E;","⌃⌘Space → type name and select"
"274","People & Body","🤞🏻","E3.0 crossed fingers: light skin tone","U+1F91E U+1F3FB","Type 1F91E1F3FB, then Alt+X","&#x1F91E; &#x1F3FB;","⌃⌘Space → type name and select"
"275","People & Body","🤞🏼","E3.0 crossed fingers: medium-light skin tone","U+1F91E U+1F3FC","Type 1F91E1F3FC, then Alt+X","&#x1F91E; &#x1F3FC;","⌃⌘Space → type name and select"
"276","People & Body","🤞🏽","E3.0 crossed fingers: medium skin tone","U+1F91E U+1F3FD","Type 1F91E1F3FD, then Alt+X","&#x1F91E; &#x1F3FD;","⌃⌘Space → type name and select"
"277","People & Body","🤞🏾","E3.0 crossed fingers: medium-dark skin tone","U+1F91E U+1F3FE","Type 1F91E1F3FE, then Alt+X","&#x1F91E; &#x1F3FE;","⌃⌘Space → type name and select"
"278","People & Body","🤞🏿","E3.0 crossed fingers: dark skin tone","U+1F91E U+1F3FF","Type 1F91E1F3FF, then Alt+X","&#x1F91E; &#x1F3FF;","⌃⌘Space → type name and select"
"279","People & Body","🫰","E14.0 hand with index finger and thumb crossed","U+1FAF0","Type 1FAF0, then Alt+X","&#x1FAF0;","⌃⌘Space → type name and select"
"280","People & Body","🫰🏻","E14.0 hand with index finger and thumb crossed: light skin tone","U+1FAF0 U+1F3FB","Type 1FAF01F3FB, then Alt+X","&#x1FAF0; &#x1F3FB;","⌃⌘Space → type name and select"
"281","People & Body","🫰🏼","E14.0 hand with index finger and thumb crossed: medium-light skin tone","U+1FAF0 U+1F3FC","Type 1FAF01F3FC, then Alt+X","&#x1FAF0; &#x1F3FC;","⌃⌘Space → type name and select"
"282","People & Body","🫰🏽","E14.0 hand with index finger and thumb crossed: medium skin tone","U+1FAF0 U+1F3FD","Type 1FAF01F3FD, then Alt+X","&#x1FAF0; &#x1F3FD;","⌃⌘Space → type name and select"
"283","People & Body","🫰🏾","E14.0 hand with index finger and thumb crossed: medium-dark skin tone","U+1FAF0 U+1F3FE","Type 1FAF01F3FE, then Alt+X","&#x1FAF0; &#x1F3FE;","⌃⌘Space → type name and select"
"284","People & Body","🫰🏿","E14.0 hand with index finger and thumb crossed: dark skin tone","U+1FAF0 U+1F3FF","Type 1FAF01F3FF, then Alt+X","&#x1FAF0; &#x1F3FF;","⌃⌘Space → type name and select"
