"Row","Group","Emoji","Name","Code Point","Windows Input","HTML Entity","macOS Input"
"2070","People & Body","🧑‍🦽","E12.1 person in manual wheelchair","U+1F9D1 U+200D U+1F9BD","Type 1F9D1200D1F9BD, then Alt+X","&#x1F9D1; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2071","People & Body","🧑🏻‍🦽","E12.1 person in manual wheelchair: light skin tone","U+1F9D1 U+1F3FB U+200D U+1F9BD","Type 1F9D11F3FB200D1F9BD, then Alt+X","&#x1F9D1; &#x1F3FB; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2072","People & Body","🧑🏼‍🦽","E12.1 person in manual wheelchair: medium-light skin tone","U+1F9D1 U+1F3FC U+200D U+1F9BD","Type 1F9D11F3FC200D1F9BD, then Alt+X","&#x1F9D1; &#x1F3FC; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2073","People & Body","🧑🏽‍🦽","E12.1 person in manual wheelchair: medium skin tone","U+1F9D1 U+1F3FD U+200D U+1F9BD","Type 1F9D11F3FD200D1F9BD, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2074","People & Body","🧑🏾‍🦽","E12.1 person in manual wheelchair: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+1F9BD","Type 1F9D11F3FE200D1F9BD, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2075","People & Body","🧑🏿‍🦽","E12.1 person in manual wheelchair: dark skin tone","U+1F9D1 U+1F3FF U+200D U+1F9BD","Type 1F9D11F3FF200D1F9BD, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2076","People & Body","👨‍🦽","E12.0 man in manual wheelchair","U+1F468 U+200D U+1F9BD","Type 1F468200D1F9BD, then Alt+X","&#x1F468; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2077","People & Body","👨🏻‍🦽","E12.0 man in manual wheelchair: light skin tone","U+1F468 U+1F3FB U+200D U+1F9BD","Type 1F4681F3FB200D1F9BD, then Alt+X","&#x1F468; &#x1F3FB; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2078","People & Body","👨🏼‍🦽","E12.0 man in manual wheelchair: medium-light skin tone","U+1F468 U+1F3FC U+200D U+1F9BD","Type 1F4681F3FC200D1F9BD, then Alt+X","&#x1F468; &#x1F3FC; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2079","People & Body","👨🏽‍🦽","E12.0 man in manual wheelchair: medium skin tone","U+1F468 U+1F3FD U+200D U+1F9BD","Type 1F4681F3FD200D1F9BD, then Alt+X","&#x1F468; &#x1F3FD; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2080","People & Body","👨🏾‍🦽","E12.0 man in manual wheelchair: medium-dark skin tone","U+1F468 U+1F3FE U+200D U+1F9BD","Type 1F4681F3FE200D1F9BD, then Alt+X","&#x1F468; &#x1F3FE; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2081","People & Body","👨🏿‍🦽","E12.0 man in manual wheelchair: dark skin tone","U+1F468 U+1F3FF U+200D U+1F9BD","Type 1F4681F3FF200D1F9BD, then Alt+X","&#x1F468; &#x1F3FF; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2082","People & Body","👩‍🦽","E12.0 woman in manual wheelchair","U+1F469 U+200D U+1F9BD","Type 1F469200D1F9BD, then Alt+X","&#x1F469; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2083","People & Body","👩🏻‍🦽","E12.0 woman in manual wheelchair: light skin tone","U+1F469 U+1F3FB U+200D U+1F9BD","Type 1F4691F3FB200D1F9BD, then Alt+X","&#x1F469; &#x1F3FB; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2084","People & Body","👩🏼‍🦽","E12.0 woman in manual wheelchair: medium-light skin tone","U+1F469 U+1F3FC U+200D U+1F9BD","Type 1F4691F3FC200D1F9BD, then Alt+X","&#x1F469; &#x1F3FC; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2085","People & Body","👩🏽‍🦽","E12.0 woman in manual wheelchair: medium skin tone","U+1F469 U+1F3FD U+200D U+1F9BD","Type 1F4691F3FD200D1F9BD, then Alt+X","&#x1F469; &#x1F3FD; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2086","People & Body","👩🏾‍🦽","E12.0 woman in manual wheelchair: medium-dark skin tone","U+1F469 U+1F3FE U+200D U+1F9BD","Type 1F4691F3FE200D1F9BD, then Alt+X","&#x1F469; &#x1F3FE; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2087","People & Body","👩🏿‍🦽","E12.0 woman in manual wheelchair: dark skin tone","U+1F469 U+1F3FF U+200D U+1F9BD","Type 1F4691F3FF200D1F9BD, then Alt+X","&#x1F469; &#x1F3FF; &#x200D; &#x1F9BD;","⌃⌘Space → type name and select"
"2088","People & Body","🏃","E0.6 person running","U+1F3C3","Type 1F3C3, then Alt+X","&#x1F3C3;","⌃⌘Space → type name and select"
"2089","People & Body","🏃🏻","E1.0 person running: light skin tone","U+1F3C3 U+1F3FB","Type 1F3C31F3FB, then Alt+X","&#x1F3C3; &#x1F3FB;","⌃⌘Space → type name and select"
"2090","People & Body","🏃🏼","E1.0 person running: medium-light skin tone","U+1F3C3 U+1F3FC","Type 1F3C31F3FC, then Alt+X","&#x1F3C3; &#x1F3FC;","⌃⌘Space → type name and select"
"2091","People & Body","🏃🏽","E1.0 person running: medium skin tone","U+1F3C3 U+1F3FD","Type 1F3C31F3FD, then Alt+X","&#x1F3C3; &#x1F3FD;","⌃⌘Space → type name and select"
"2092","People & Body","🏃🏾","E1.0 person running: medium-dark skin tone","U+1F3C3 U+1F3FE","Type 1F3C31F3FE, then Alt+X","&#x1F3C3; &#x1F3FE;","⌃⌘Space → type name and select"
"2093","People & Body","🏃🏿","E1.0 person running: dark skin tone","U+1F3C3 U+1F3FF","Type 1F3C31F3FF, then Alt+X","&#x1F3C3; &#x1F3FF;","⌃⌘Space → type name and select"
"2094","People & Body","🏃‍♂️","E4.0 man running","U+1F3C3 U+200D U+2642 U+FE0F","Type 1F3C3200D2642FE0F, then Alt+X","&#x1F3C3; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2095","People & Body","🏃‍♂","E4.0 man running","U+1F3C3 U+200D U+2642","Type 1F3C3200D2642, then Alt+X","&#x1F3C3; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2096","People & Body","🏃🏻‍♂️","E4.0 man running: light skin tone","U+1F3C3 U+1F3FB U+200D U+2642 U+FE0F","Type 1F3C31F3FB200D2642FE0F, then Alt+X","&#x1F3C3; &#x1F3FB; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2097","People & Body","🏃🏻‍♂","E4.0 man running: light skin tone","U+1F3C3 U+1F3FB U+200D U+2642","Type 1F3C31F3FB200D2642, then Alt+X","&#x1F3C3; &#x1F3FB; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2098","People & Body","🏃🏼‍♂️","E4.0 man running: medium-light skin tone","U+1F3C3 U+1F3FC U+200D U+2642 U+FE0F","Type 1F3C31F3FC200D2642FE0F, then Alt+X","&#x1F3C3; &#x1F3FC; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2099","People & Body","🏃🏼‍♂","E4.0 man running: medium-light skin tone","U+1F3C3 U+1F3FC U+200D U+2642","Type 1F3C31F3FC200D2642, then Alt+X","&#x1F3C3; &#x1F3FC; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2100","People & Body","🏃🏽‍♂️","E4.0 man running: medium skin tone","U+1F3C3 U+1F3FD U+200D U+2642 U+FE0F","Type 1F3C31F3FD200D2642FE0F, then Alt+X","&#x1F3C3; &#x1F3FD; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2101","People & Body","🏃🏽‍♂","E4.0 man running: medium skin tone","U+1F3C3 U+1F3FD U+200D U+2642","Type 1F3C31F3FD200D2642, then Alt+X","&#x1F3C3; &#x1F3FD; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2102","People & Body","🏃🏾‍♂️","E4.0 man running: medium-dark skin tone","U+1F3C3 U+1F3FE U+200D U+2642 U+FE0F","Type 1F3C31F3FE200D2642FE0F, then Alt+X","&#x1F3C3; &#x1F3FE; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2103","People & Body","🏃🏾‍♂","E4.0 man running: medium-dark skin tone","U+1F3C3 U+1F3FE U+200D U+2642","Type 1F3C31F3FE200D2642, then Alt+X","&#x1F3C3; &#x1F3FE; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2104","People & Body","🏃🏿‍♂️","E4.0 man running: dark skin tone","U+1F3C3 U+1F3FF U+200D U+2642 U+FE0F","Type 1F3C31F3FF200D2642FE0F, then Alt+X","&#x1F3C3; &#x1F3FF; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2105","People & Body","🏃🏿‍♂","E4.0 man running: dark skin tone","U+1F3C3 U+1F3FF U+200D U+2642","Type 1F3C31F3FF200D2642, then Alt+X","&#x1F3C3; &#x1F3FF; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2106","People & Body","🏃‍♀️","E4.0 woman running","U+1F3C3 U+200D U+2640 U+FE0F","Type 1F3C3200D2640FE0F, then Alt+X","&#x1F3C3; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2107","People & Body","🏃‍♀","E4.0 woman running","U+1F3C3 U+200D U+2640","Type 1F3C3200D2640, then Alt+X","&#x1F3C3; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2108","People & Body","🏃🏻‍♀️","E4.0 woman running: light skin tone","U+1F3C3 U+1F3FB U+200D U+2640 U+FE0F","Type 1F3C31F3FB200D2640FE0F, then Alt+X","&#x1F3C3; &#x1F3FB; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2109","People & Body","🏃🏻‍♀","E4.0 woman running: light skin tone","U+1F3C3 U+1F3FB U+200D U+2640","Type 1F3C31F3FB200D2640, then Alt+X","&#x1F3C3; &#x1F3FB; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2110","People & Body","🏃🏼‍♀️","E4.0 woman running: medium-light skin tone","U+1F3C3 U+1F3FC U+200D U+2640 U+FE0F","Type 1F3C31F3FC200D2640FE0F, then Alt+X","&#x1F3C3; &#x1F3FC; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2111","People & Body","🏃🏼‍♀","E4.0 woman running: medium-light skin tone","U+1F3C3 U+1F3FC U+200D U+2640","Type 1F3C31F3FC200D2640, then Alt+X","&#x1F3C3; &#x1F3FC; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2112","People & Body","🏃🏽‍♀️","E4.0 woman running: medium skin tone","U+1F3C3 U+1F3FD U+200D U+2640 U+FE0F","Type 1F3C31F3FD200D2640FE0F, then Alt+X","&#x1F3C3; &#x1F3FD; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2113","People & Body","🏃🏽‍♀","E4.0 woman running: medium skin tone","U+1F3C3 U+1F3FD U+200D U+2640","Type 1F3C31F3FD200D2640, then Alt+X","&#x1F3C3; &#x1F3FD; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2114","People & Body","🏃🏾‍♀️","E4.0 woman running: medium-dark skin tone","U+1F3C3 U+1F3FE U+200D U+2640 U+FE0F","Type 1F3C31F3FE200D2640FE0F, then Alt+X","&#x1F3C3; &#x1F3FE; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2115","People & Body","🏃🏾‍♀","E4.0 woman running: medium-dark skin tone","U+1F3C3 U+1F3FE U+200D U+2640","Type 1F3C31F3FE200D2640, then Alt+X","&#x1F3C3; &#x1F3FE; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2116","People & Body","🏃🏿‍♀️","E4.0 woman running: dark skin tone","U+1F3C3 U+1F3FF U+200D U+2640 U+FE0F","Type 1F3C31F3FF200D2640FE0F, then Alt+X","&#x1F3C3; &#x1F3FF; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2117","People & Body","🏃🏿‍♀","E4.0 woman running: dark skin tone","U+1F3C3 U+1F3FF U+200D U+2640","Type 1F3C31F3FF200D2640, then Alt+X","&#x1F3C3; &#x1F3FF; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2118","People & Body","💃","E0.6 woman dancing","U+1F483","Type 1F483, then Alt+X","&#x1F483;","⌃⌘Space → type name and select"
"2119","People & Body","💃🏻","E1.0 woman dancing: light skin tone","U+1F483 U+1F3FB","Type 1F4831F3FB, then Alt+X","&#x1F483; &#x1F3FB;","⌃⌘Space → type name and select"
"2120","People & Body","💃🏼","E1.0 woman dancing: medium-light skin tone","U+1F483 U+1F3FC","Type 1F4831F3FC, then Alt+X","&#x1F483; &#x1F3FC;","⌃⌘Space → type name and select"
"2121","People & Body","💃🏽","E1.0 woman dancing: medium skin tone","U+1F483 U+1F3FD","Type 1F4831F3FD, then Alt+X","&#x1F483; &#x1F3FD;","⌃⌘Space → type name and select"
"2122","People & Body","💃🏾","E1.0 woman dancing: medium-dark skin tone","U+1F483 U+1F3FE","Type 1F4831F3FE, then Alt+X","&#x1F483; &#x1F3FE;","⌃⌘Space → type name and select"
"2123","People & Body","💃🏿","E1.0 woman dancing: dark skin tone","U+1F483 U+1F3FF","Type 1F4831F3FF, then Alt+X","&#x1F483; &#x1F3FF;","⌃⌘Space → type name and select"
"2124","People & Body","🕺","E3.0 man dancing","U+1F57A","Type 1F57A, then Alt+X","&#x1F57A;","⌃⌘Space → type name and select"
"2125","People & Body","🕺🏻","E3.0 man dancing: light skin tone","U+1F57A U+1F3FB","Type 1F57A1F3FB, then Alt+X","&#x1F57A; &#x1F3FB;","⌃⌘Space → type name and select"
"2126","People & Body","🕺🏼","E3.0 man dancing: medium-light skin tone","U+1F57A U+1F3FC","Type 1F57A1F3FC, then Alt+X","&#x1F57A; &#x1F3FC;","⌃⌘Space → type name and select"
"2127","People & Body","🕺🏽","E3.0 man dancing: medium skin tone","U+1F57A U+1F3FD","Type 1F57A1F3FD, then Alt+X","&#x1F57A; &#x1F3FD;","⌃⌘Space → type name and select"
"2128","People & Body","🕺🏾","E3.0 man dancing: medium-dark skin tone","U+1F57A U+1F3FE","Type 1F57A1F3FE, then Alt+X","&#x1F57A; &#x1F3FE;","⌃⌘Space → type name and select"
"2129","People & Body","🕺🏿","E3.0 man dancing: dark skin tone","U+1F57A U+1F3FF","Type 1F57A1F3FF, then Alt+X","&#x1F57A; &#x1F3FF;","⌃⌘Space → type name and select"
"2130","People & Body","🕴️","E0.7 person in suit levitating","U+1F574 U+FE0F","Type 1F574FE0F, then Alt+X","&#x1F574; &#xFE0F;","⌃⌘Space → type name and select"
"2131","People & Body","🕴","E0.7 person in suit levitating","U+1F574","Type 1F574, then Alt+X","&#x1F574;","⌃⌘Space → type name and select"
"2132","People & Body","🕴🏻","E4.0 person in suit levitating: light skin tone","U+1F574 U+1F3FB","Type 1F5741F3FB, then Alt+X","&#x1F574; &#x1F3FB;","⌃⌘Space → type name and select"
"2133","People & Body","🕴🏼","E4.0 person in suit levitating: medium-light skin tone","U+1F574 U+1F3FC","Type 1F5741F3FC, then Alt+X","&#x1F574; &#x1F3FC;","⌃⌘Space → type name and select"
"2134","People & Body","🕴🏽","E4.0 person in suit levitating: medium skin tone","U+1F574 U+1F3FD","Type 1F5741F3FD, then Alt+X","&#x1F574; &#x1F3FD;","⌃⌘Space → type name and select"
"2135","People & Body","🕴🏾","E4.0 person in suit levitating: medium-dark skin tone","U+1F574 U+1F3FE","Type 1F5741F3FE, then Alt+X","&#x1F574; &#x1F3FE;","⌃⌘Space → type name and select"
"2136","People & Body","🕴🏿","E4.0 person in suit levitating: dark skin tone","U+1F574 U+1F3FF","Type 1F5741F3FF, then Alt+X","&#x1F574; &#x1F3FF;","⌃⌘Space → type name and select"
"2137","People & Body","👯","E0.6 people with bunny ears","U+1F46F","Type 1F46F, then Alt+X","&#x1F46F;","⌃⌘Space → type name and select"
"2138","People & Body","👯‍♂️","E4.0 men with bunny ears","U+1F46F U+200D U+2642 U+FE0F","Type 1F46F200D2642FE0F, then Alt+X","&#x1F46F; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2139","People & Body","👯‍♂","E4.0 men with bunny ears","U+1F46F U+200D U+2642","Type 1F46F200D2642, then Alt+X","&#x1F46F; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2140","People & Body","👯‍♀️","E4.0 women with bunny ears","U+1F46F U+200D U+2640 U+FE0F","Type 1F46F200D2640FE0F, then Alt+X","&#x1F46F; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2141","People & Body","👯‍♀","E4.0 women with bunny ears","U+1F46F U+200D U+2640","Type 1F46F200D2640, then Alt+X","&#x1F46F; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2142","People & Body","🧖","E5.0 person in steamy room","U+1F9D6","Type 1F9D6, then Alt+X","&#x1F9D6;","⌃⌘Space → type name and select"
"2143","People & Body","🧖🏻","E5.0 person in steamy room: light skin tone","U+1F9D6 U+1F3FB","Type 1F9D61F3FB, then Alt+X","&#x1F9D6; &#x1F3FB;","⌃⌘Space → type name and select"
"2144","People & Body","🧖🏼","E5.0 person in steamy room: medium-light skin tone","U+1F9D6 U+1F3FC","Type 1F9D61F3FC, then Alt+X","&#x1F9D6; &#x1F3FC;","⌃⌘Space → type name and select"
"2145","People & Body","🧖🏽","E5.0 person in steamy room: medium skin tone","U+1F9D6 U+1F3FD","Type 1F9D61F3FD, then Alt+X","&#x1F9D6; &#x1F3FD;","⌃⌘Space → type name and select"
"2146","People & Body","🧖🏾","E5.0 person in steamy room: medium-dark skin tone","U+1F9D6 U+1F3FE","Type 1F9D61F3FE, then Alt+X","&#x1F9D6; &#x1F3FE;","⌃⌘Space → type name and select"
"2147","People & Body","🧖🏿","E5.0 person in steamy room: dark skin tone","U+1F9D6 U+1F3FF","Type 1F9D61F3FF, then Alt+X","&#x1F9D6; &#x1F3FF;","⌃⌘Space → type name and select"
"2148","People & Body","🧖‍♂️","E5.0 man in steamy room","U+1F9D6 U+200D U+2642 U+FE0F","Type 1F9D6200D2642FE0F, then Alt+X","&#x1F9D6; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2149","People & Body","🧖‍♂","E5.0 man in steamy room","U+1F9D6 U+200D U+2642","Type 1F9D6200D2642, then Alt+X","&#x1F9D6; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2150","People & Body","🧖🏻‍♂️","E5.0 man in steamy room: light skin tone","U+1F9D6 U+1F3FB U+200D U+2642 U+FE0F","Type 1F9D61F3FB200D2642FE0F, then Alt+X","&#x1F9D6; &#x1F3FB; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2151","People & Body","🧖🏻‍♂","E5.0 man in steamy room: light skin tone","U+1F9D6 U+1F3FB U+200D U+2642","Type 1F9D61F3FB200D2642, then Alt+X","&#x1F9D6; &#x1F3FB; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2152","People & Body","🧖🏼‍♂️","E5.0 man in steamy room: medium-light skin tone","U+1F9D6 U+1F3FC U+200D U+2642 U+FE0F","Type 1F9D61F3FC200D2642FE0F, then Alt+X","&#x1F9D6; &#x1F3FC; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2153","People & Body","🧖🏼‍♂","E5.0 man in steamy room: medium-light skin tone","U+1F9D6 U+1F3FC U+200D U+2642","Type 1F9D61F3FC200D2642, then Alt+X","&#x1F9D6; &#x1F3FC; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2154","People & Body","🧖🏽‍♂️","E5.0 man in steamy room: medium skin tone","U+1F9D6 U+1F3FD U+200D U+2642 U+FE0F","Type 1F9D61F3FD200D2642FE0F, then Alt+X","&#x1F9D6; &#x1F3FD; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2155","People & Body","🧖🏽‍♂","E5.0 man in steamy room: medium skin tone","U+1F9D6 U+1F3FD U+200D U+2642","Type 1F9D61F3FD200D2642, then Alt+X","&#x1F9D6; &#x1F3FD; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2156","People & Body","🧖🏾‍♂️","E5.0 man in steamy room: medium-dark skin tone","U+1F9D6 U+1F3FE U+200D U+2642 U+FE0F","Type 1F9D61F3FE200D2642FE0F, then Alt+X","&#x1F9D6; &#x1F3FE; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2157","People & Body","🧖🏾‍♂","E5.0 man in steamy room: medium-dark skin tone","U+1F9D6 U+1F3FE U+200D U+2642","Type 1F9D61F3FE200D2642, then Alt+X","&#x1F9D6; &#x1F3FE; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2158","People & Body","🧖🏿‍♂️","E5.0 man in steamy room: dark skin tone","U+1F9D6 U+1F3FF U+200D U+2642 U+FE0F","Type 1F9D61F3FF200D2642FE0F, then Alt+X","&#x1F9D6; &#x1F3FF; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2159","People & Body","🧖🏿‍♂","E5.0 man in steamy room: dark skin tone","U+1F9D6 U+1F3FF U+200D U+2642","Type 1F9D61F3FF200D2642, then Alt+X","&#x1F9D6; &#x1F3FF; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2160","People & Body","🧖‍♀️","E5.0 woman in steamy room","U+1F9D6 U+200D U+2640 U+FE0F","Type 1F9D6200D2640FE0F, then Alt+X","&#x1F9D6; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2161","People & Body","🧖‍♀","E5.0 woman in steamy room","U+1F9D6 U+200D U+2640","Type 1F9D6200D2640, then Alt+X","&#x1F9D6; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2162","People & Body","🧖🏻‍♀️","E5.0 woman in steamy room: light skin tone","U+1F9D6 U+1F3FB U+200D U+2640 U+FE0F","Type 1F9D61F3FB200D2640FE0F, then Alt+X","&#x1F9D6; &#x1F3FB; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2163","People & Body","🧖🏻‍♀","E5.0 woman in steamy room: light skin tone","U+1F9D6 U+1F3FB U+200D U+2640","Type 1F9D61F3FB200D2640, then Alt+X","&#x1F9D6; &#x1F3FB; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2164","People & Body","🧖🏼‍♀️","E5.0 woman in steamy room: medium-light skin tone","U+1F9D6 U+1F3FC U+200D U+2640 U+FE0F","Type 1F9D61F3FC200D2640FE0F, then Alt+X","&#x1F9D6; &#x1F3FC; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2165","People & Body","🧖🏼‍♀","E5.0 woman in steamy room: medium-light skin tone","U+1F9D6 U+1F3FC U+200D U+2640","Type 1F9D61F3FC200D2640, then Alt+X","&#x1F9D6; &#x1F3FC; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2166","People & Body","🧖🏽‍♀️","E5.0 woman in steamy room: medium skin tone","U+1F9D6 U+1F3FD U+200D U+2640 U+FE0F","Type 1F9D61F3FD200D2640FE0F, then Alt+X","&#x1F9D6; &#x1F3FD; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2167","People & Body","🧖🏽‍♀","E5.0 woman in steamy room: medium skin tone","U+1F9D6 U+1F3FD U+200D U+2640","Type 1F9D61F3FD200D2640, then Alt+X","&#x1F9D6; &#x1F3FD; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2168","People & Body","🧖🏾‍♀️","E5.0 woman in steamy room: medium-dark skin tone","U+1F9D6 U+1F3FE U+200D U+2640 U+FE0F","Type 1F9D61F3FE200D2640FE0F, then Alt+X","&#x1F9D6; &#x1F3FE; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2169","People & Body","🧖🏾‍♀","E5.0 woman in steamy room: medium-dark skin tone","U+1F9D6 U+1F3FE U+200D U+2640","Type 1F9D61F3FE200D2640, then Alt+X","&#x1F9D6; &#x1F3FE; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2170","People & Body","🧖🏿‍♀️","E5.0 woman in steamy room: dark skin tone","U+1F9D6 U+1F3FF U+200D U+2640 U+FE0F","Type 1F9D61F3FF200D2640FE0F, then Alt+X","&#x1F9D6; &#x1F3FF; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2171","People & Body","🧖🏿‍♀","E5.0 woman in steamy room: dark skin tone","U+1F9D6 U+1F3FF U+200D U+2640","Type 1F9D61F3FF200D2640, then Alt+X","&#x1F9D6; &#x1F3FF; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2172","People & Body","🧗","E5.0 person climbing","U+1F9D7","Type 1F9D7, then Alt+X","&#x1F9D7;","⌃⌘Space → type name and select"
"2173","People & Body","🧗🏻","E5.0 person climbing: light skin tone","U+1F9D7 U+1F3FB","Type 1F9D71F3FB, then Alt+X","&#x1F9D7; &#x1F3FB;","⌃⌘Space → type name and select"
"2174","People & Body","🧗🏼","E5.0 person climbing: medium-light skin tone","U+1F9D7 U+1F3FC","Type 1F9D71F3FC, then Alt+X","&#x1F9D7; &#x1F3FC;","⌃⌘Space → type name and select"
"2175","People & Body","🧗🏽","E5.0 person climbing: medium skin tone","U+1F9D7 U+1F3FD","Type 1F9D71F3FD, then Alt+X","&#x1F9D7; &#x1F3FD;","⌃⌘Space → type name and select"
"2176","People & Body","🧗🏾","E5.0 person climbing: medium-dark skin tone","U+1F9D7 U+1F3FE","Type 1F9D71F3FE, then Alt+X","&#x1F9D7; &#x1F3FE;","⌃⌘Space → type name and select"
"2177","People & Body","🧗🏿","E5.0 person climbing: dark skin tone","U+1F9D7 U+1F3FF","Type 1F9D71F3FF, then Alt+X","&#x1F9D7; &#x1F3FF;","⌃⌘Space → type name and select"
"2178","People & Body","🧗‍♂️","E5.0 man climbing","U+1F9D7 U+200D U+2642 U+FE0F","Type 1F9D7200D2642FE0F, then Alt+X","&#x1F9D7; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2179","People & Body","🧗‍♂","E5.0 man climbing","U+1F9D7 U+200D U+2642","Type 1F9D7200D2642, then Alt+X","&#x1F9D7; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2180","People & Body","🧗🏻‍♂️","E5.0 man climbing: light skin tone","U+1F9D7 U+1F3FB U+200D U+2642 U+FE0F","Type 1F9D71F3FB200D2642FE0F, then Alt+X","&#x1F9D7; &#x1F3FB; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2181","People & Body","🧗🏻‍♂","E5.0 man climbing: light skin tone","U+1F9D7 U+1F3FB U+200D U+2642","Type 1F9D71F3FB200D2642, then Alt+X","&#x1F9D7; &#x1F3FB; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2182","People & Body","🧗🏼‍♂️","E5.0 man climbing: medium-light skin tone","U+1F9D7 U+1F3FC U+200D U+2642 U+FE0F","Type 1F9D71F3FC200D2642FE0F, then Alt+X","&#x1F9D7; &#x1F3FC; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2183","People & Body","🧗🏼‍♂","E5.0 man climbing: medium-light skin tone","U+1F9D7 U+1F3FC U+200D U+2642","Type 1F9D71F3FC200D2642, then Alt+X","&#x1F9D7; &#x1F3FC; &#x200D; &#x2642;","⌃⌘Space → type name and select"
